Temperature,Humidity
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,0
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
0,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,74.00
27.60,74.00
28.00,87.00
28.00,87.00
28.50,96.00
28.50,96.00
29.30,98.00
29.30,98.00
29.80,98.00
29.80,98.00
29.80,98.00
29.80,98.00
30.20,98.00
29.80,98.00
29.80,98.00
30.20,98.00
30.20,98.00
30.20,98.00
30.20,98.00
30.20,98.00
30.20,98.00
30.20,98.00
30.20,98.00
29.80,98.00
29.80,98.00
29.80,98.00
29.80,98.00
29.80,98.00
29.80,98.00
29.30,98.00
29.30,98.00
29.30,98.00
29.30,98.00
0,0
29.30,98.00
29.30,98.00
29.30,98.00
29.30,98.00
29.30,98.00
29.30,98.00
29.30,98.00
29.30,98.00
29.30,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.90,98.00
28.50,98.00
28.50,98.00
28.50,98.00
28.50,98.00
28.50,96.00
28.50,96.00
28.50,95.00
28.50,95.00
28.50,95.00
28.50,95.00
28.50,95.00
28.50,95.00
28.50,94.00
28.50,94.00
28.50,93.00
28.50,93.00
28.50,93.00
28.50,93.00
28.50,92.00
28.50,92.00
28.50,91.00
28.50,91.00
28.10,90.00
28.10,90.00
28.00,89.00
28.00,89.00
28.00,88.00
28.00,88.00
28.00,87.00
28.00,87.00
28.00,85.00
28.00,85.00
28.00,84.00
28.00,84.00
28.00,83.00
28.00,83.00
28.00,82.00
28.00,82.00
300.60,68.00
-277.60,68.00
28.00,80.00
28.00,80.00
28.00,80.00
28.00,80.00
28.00,79.00
28.00,79.00
28.00,78.00
28.00,78.00
28.00,76.00
28.00,76.00
28.00,76.00
28.00,75.00
28.00,75.00
28.00,74.00
28.00,74.00
28.00,74.00
28.00,74.00
28.00,73.00
28.00,73.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,72.00
28.00,71.00
28.00,71.00
28.00,71.00
28.00,71.00
28.00,71.00
28.00,71.00
28.00,71.00
28.00,71.00
27.60,72.00
27.60,72.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,71.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
200.60,68.00
2.60,68.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,70.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
70.60,68.00
-300.60,68.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,69.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
27.60,68.00
100.60,68.00
-20.60,68.00
27.60,68.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
1000.60,68.00
-2000.60,68.00
1000.60,68.00
-2000.60,68.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,66.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
1000.60,68.00
-2000.60,68.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
1000.60,68.00
-2000.60,68.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
27.60,67.00
